,name,corner,opponent,event,outcome,method,Round,Time,Significant_strikes,Total_strikes,KDs,TDs,Sub_Atts,Reversals,Control_time,Sig_Str_head,Sig_Str_body,Sig_Str_leg,Sig_Str_distance,Sig_Str_clinch,Sig_Str_ground
7743,Ilir Latifi,blue,Gegard Mousasi,UFC on FUEL TV: Mousasi vs Latifi,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,18 of 112,20 of 114,0,1 of 3,0,0,0:31,11 of 101,3 of 5,4 of 6,16 of 105,0 of 1,2 of 6
7744,Ryan Couture,red,Ross Pearson,UFC on FUEL TV: Mousasi vs Latifi,L,KO/TKO,ROUND: 2,TIME: 3:45,29 of 77,35 of 83,0,1 of 7,0,0,3:08,7 of 38,12 of 18,10 of 21,15 of 54,14 of 23,0 of 0
7745,Ross Pearson,blue,Ryan Couture,UFC on FUEL TV: Mousasi vs Latifi,W,KO/TKO,ROUND: 2,TIME: 3:45,28 of 41,48 of 62,1,1 of 1,0,0,0:10,22 of 35,6 of 6,0 of 0,22 of 32,3 of 3,3 of 6
7746,Matt Mitrione,red,Philip De Fries,UFC on FUEL TV: Mousasi vs Latifi,W,KO/TKO,ROUND: 1,TIME: 0:19,7 of 9,7 of 9,0,0 of 0,0,0,0:03,7 of 9,0 of 0,0 of 0,1 of 3,0 of 0,6 of 6
7747,Philip De Fries,blue,Matt Mitrione,UFC on FUEL TV: Mousasi vs Latifi,L,KO/TKO,ROUND: 1,TIME: 0:19,0 of 2,0 of 2,0,0 of 2,0,0,0:00,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
7748,Brad Pickett,red,Mike Easton,UFC on FUEL TV: Mousasi vs Latifi,W,Decision - Split,ROUND: 3,TIME: 5:00,68 of 205,94 of 234,0,4 of 7,0,1,4:34,50 of 183,8 of 12,10 of 10,47 of 170,21 of 33,0 of 2
7749,Mike Easton,blue,Brad Pickett,UFC on FUEL TV: Mousasi vs Latifi,L,Decision - Split,ROUND: 3,TIME: 5:00,71 of 155,91 of 182,0,3 of 8,0,0,2:30,44 of 119,14 of 22,13 of 14,52 of 123,18 of 29,1 of 3
7750,Diego Brandao,red,Pablo Garza,UFC on FUEL TV: Mousasi vs Latifi,W,Submission,ROUND: 1,TIME: 3:27,9 of 18,18 of 27,0,0 of 0,1,0,1:41,4 of 11,2 of 2,3 of 5,7 of 14,0 of 1,2 of 3
7751,Pablo Garza,blue,Diego Brandao,UFC on FUEL TV: Mousasi vs Latifi,L,Submission,ROUND: 1,TIME: 3:27,4 of 14,6 of 17,0,1 of 2,0,0,0:00,2 of 12,1 of 1,1 of 1,3 of 13,1 of 1,0 of 0
7752,Akira Corassani,red,Robert Peralta,UFC on FUEL TV: Mousasi vs Latifi,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,48 of 86,57 of 96,0,2 of 6,0,0,4:30,18 of 49,9 of 12,21 of 25,38 of 71,10 of 15,0 of 0
7753,Robert Peralta,blue,Akira Corassani,UFC on FUEL TV: Mousasi vs Latifi,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,67 of 144,94 of 172,0,0 of 2,0,0,2:11,29 of 98,20 of 27,18 of 19,28 of 96,34 of 43,5 of 5
7754,Reza Madadi,red,Michael Johnson,UFC on FUEL TV: Mousasi vs Latifi,W,Submission,ROUND: 3,TIME: 1:33,34 of 46,79 of 98,0,4 of 6,2,0,6:07,33 of 44,1 of 2,0 of 0,2 of 9,0 of 0,32 of 37
7755,Michael Johnson,blue,Reza Madadi,UFC on FUEL TV: Mousasi vs Latifi,L,Submission,ROUND: 3,TIME: 1:33,20 of 64,21 of 66,1,0 of 0,0,0,1:50,13 of 53,6 of 10,1 of 1,10 of 46,5 of 7,5 of 11
7756,Tor Troeng,red,Adam Cella,UFC on FUEL TV: Mousasi vs Latifi,W,Submission,ROUND: 1,TIME: 3:11,6 of 11,16 of 23,0,1 of 1,1,0,2:21,5 of 8,0 of 1,1 of 2,2 of 7,0 of 0,4 of 4
7757,Adam Cella,blue,Tor Troeng,UFC on FUEL TV: Mousasi vs Latifi,L,Submission,ROUND: 1,TIME: 3:11,2 of 12,4 of 14,0,0 of 0,0,0,0:00,1 of 8,0 of 2,1 of 2,2 of 12,0 of 0,0 of 0
7758,Chris Spang,red,Adlan Amagov,UFC on FUEL TV: Mousasi vs Latifi,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,5 of 57,24 of 76,0,0 of 0,0,0,0:00,1 of 44,1 of 4,3 of 9,4 of 53,1 of 4,0 of 0
7759,Adlan Amagov,blue,Chris Spang,UFC on FUEL TV: Mousasi vs Latifi,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,38 of 99,57 of 118,0,6 of 10,0,0,4:29,12 of 53,5 of 9,21 of 37,26 of 77,10 of 16,2 of 6
7760,Marcus Brimage,red,Conor McGregor,UFC on FUEL TV: Mousasi vs Latifi,L,KO/TKO,ROUND: 1,TIME: 1:07,12 of 41,12 of 41,0,0 of 0,0,0,0:00,7 of 34,2 of 2,3 of 5,12 of 41,0 of 0,0 of 0
7761,Conor McGregor,blue,Marcus Brimage,UFC on FUEL TV: Mousasi vs Latifi,W,KO/TKO,ROUND: 1,TIME: 1:07,21 of 35,22 of 36,1,0 of 0,0,0,0:05,20 of 34,1 of 1,0 of 0,16 of 29,0 of 0,5 of 6
7762,Ben Alloway,red,Ryan LaFlare,UFC on FUEL TV: Mousasi vs Latifi,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,9 of 28,25 of 47,0,1 of 2,0,0,1:28,7 of 23,1 of 2,1 of 3,8 of 25,0 of 2,1 of 1
7763,Ryan LaFlare,blue,Ben Alloway,UFC on FUEL TV: Mousasi vs Latifi,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,37 of 90,57 of 115,0,6 of 8,1,1,9:42,23 of 66,12 of 21,2 of 3,12 of 31,17 of 41,8 of 18
7764,Michael Kuiper,red,Tom Lawlor,UFC on FUEL TV: Mousasi vs Latifi,L,Submission,ROUND: 2,TIME: 1:05,14 of 29,23 of 40,0,3 of 3,0,0,2:10,11 of 21,3 of 6,0 of 2,1 of 8,4 of 6,9 of 15
7765,Tom Lawlor,blue,Michael Kuiper,UFC on FUEL TV: Mousasi vs Latifi,W,Submission,ROUND: 2,TIME: 1:05,7 of 13,10 of 16,0,0 of 7,1,0,2:50,4 of 10,3 of 3,0 of 0,2 of 8,5 of 5,0 of 0
7766,Papy Abedi,red,Besam Yousef,UFC on FUEL TV: Mousasi vs Latifi,W,Decision - Split,ROUND: 3,TIME: 5:00,53 of 80,69 of 97,0,4 of 6,0,0,5:37,14 of 31,35 of 39,4 of 10,10 of 21,27 of 34,16 of 25
7767,Besam Yousef,blue,Papy Abedi,UFC on FUEL TV: Mousasi vs Latifi,L,Decision - Split,ROUND: 3,TIME: 5:00,43 of 79,142 of 185,0,2 of 3,0,0,4:25,22 of 55,18 of 19,3 of 5,8 of 19,35 of 59,0 of 1
7768,Georges St-Pierre,red,Nick Diaz,UFC 158: St-Pierre vs Diaz,W,Decision - Unanimous,ROUND: 5,TIME: 5:00,105 of 167,210 of 285,0,9 of 16,0,0,13:44,69 of 123,22 of 27,14 of 17,62 of 106,11 of 12,32 of 49
7769,Nick Diaz,blue,Georges St-Pierre,UFC 158: St-Pierre vs Diaz,L,Decision - Unanimous,ROUND: 5,TIME: 5:00,41 of 136,80 of 176,0,0 of 0,1,0,0:36,19 of 99,19 of 29,3 of 8,24 of 113,17 of 23,0 of 0
7770,Carlos Condit,red,Johny Hendricks,UFC 158: St-Pierre vs Diaz,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,42 of 145,94 of 201,0,0 of 0,0,0,0:24,26 of 118,10 of 16,6 of 11,34 of 130,2 of 9,6 of 6
7771,Johny Hendricks,blue,Carlos Condit,UFC 158: St-Pierre vs Diaz,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,30 of 71,69 of 112,0,12 of 15,0,0,8:01,25 of 62,4 of 5,1 of 4,20 of 56,5 of 9,5 of 6
7772,Jake Ellenberger,red,Nate Marquardt,UFC 158: St-Pierre vs Diaz,W,KO/TKO,ROUND: 1,TIME: 3:00,13 of 25,13 of 25,1,0 of 0,0,0,0:03,8 of 20,2 of 2,3 of 3,11 of 21,0 of 0,2 of 4
7773,Nate Marquardt,blue,Jake Ellenberger,UFC 158: St-Pierre vs Diaz,L,KO/TKO,ROUND: 1,TIME: 3:00,13 of 23,13 of 23,0,0 of 0,0,0,0:00,2 of 11,1 of 1,10 of 11,13 of 23,0 of 0,0 of 0
7774,Nick Ring,red,Chris Camozzi,UFC 158: St-Pierre vs Diaz,L,Decision - Split,ROUND: 3,TIME: 5:00,86 of 225,86 of 225,0,0 of 1,0,0,0:00,33 of 148,10 of 25,43 of 52,84 of 223,2 of 2,0 of 0
7775,Chris Camozzi,blue,Nick Ring,UFC 158: St-Pierre vs Diaz,W,Decision - Split,ROUND: 3,TIME: 5:00,64 of 247,67 of 250,0,0 of 0,0,0,0:20,48 of 225,5 of 8,11 of 14,60 of 239,4 of 8,0 of 0
7776,Mike Ricci,red,Colin Fletcher,UFC 158: St-Pierre vs Diaz,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,47 of 137,55 of 145,0,2 of 2,0,0,3:39,34 of 98,12 of 29,1 of 10,36 of 123,3 of 3,8 of 11
7777,Colin Fletcher,blue,Mike Ricci,UFC 158: St-Pierre vs Diaz,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,37 of 127,61 of 152,0,0 of 2,0,0,1:15,11 of 59,10 of 25,16 of 43,32 of 120,3 of 4,2 of 3
7778,Patrick Cote,red,Bobby Voelker,UFC 158: St-Pierre vs Diaz,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,72 of 135,97 of 162,0,0 of 6,0,0,3:42,52 of 107,9 of 17,11 of 11,55 of 109,15 of 23,2 of 3
7779,Bobby Voelker,blue,Patrick Cote,UFC 158: St-Pierre vs Diaz,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,83 of 175,153 of 265,0,4 of 5,0,0,5:43,55 of 139,14 of 19,14 of 17,38 of 109,30 of 41,15 of 25
7780,Antonio Carvalho,red,Darren Elkins,UFC 158: St-Pierre vs Diaz,L,KO/TKO,ROUND: 1,TIME: 3:06,9 of 27,13 of 31,0,0 of 0,0,0,0:06,7 of 25,0 of 0,2 of 2,6 of 23,3 of 4,0 of 0
7781,Darren Elkins,blue,Antonio Carvalho,UFC 158: St-Pierre vs Diaz,W,KO/TKO,ROUND: 1,TIME: 3:06,14 of 54,19 of 59,1,0 of 2,0,0,0:21,8 of 47,4 of 5,2 of 2,6 of 41,8 of 13,0 of 0
7782,Dan Miller,red,Jordan Mein,UFC 158: St-Pierre vs Diaz,L,KO/TKO,ROUND: 1,TIME: 4:42,11 of 37,11 of 37,0,1 of 1,1,0,0:33,4 of 26,4 of 8,3 of 3,11 of 37,0 of 0,0 of 0
7783,Jordan Mein,blue,Dan Miller,UFC 158: St-Pierre vs Diaz,W,KO/TKO,ROUND: 1,TIME: 4:42,29 of 53,29 of 53,1,0 of 0,0,0,0:18,25 of 49,4 of 4,0 of 0,16 of 35,13 of 18,0 of 0
7784,John Makdessi,red,Daron Cruickshank,UFC 158: St-Pierre vs Diaz,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,86 of 195,88 of 197,0,0 of 0,0,0,0:11,58 of 153,17 of 30,11 of 12,85 of 189,1 of 5,0 of 1
7785,Daron Cruickshank,blue,John Makdessi,UFC 158: St-Pierre vs Diaz,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,51 of 198,51 of 198,0,0 of 4,0,0,0:02,32 of 166,7 of 19,12 of 13,50 of 197,0 of 0,1 of 1
7786,Rick Story,red,Quinn Mulhern,UFC 158: St-Pierre vs Diaz,W,KO/TKO,ROUND: 1,TIME: 3:05,20 of 49,26 of 55,1,1 of 1,0,0,0:07,10 of 35,7 of 9,3 of 5,15 of 41,1 of 2,4 of 6
7787,Quinn Mulhern,blue,Rick Story,UFC 158: St-Pierre vs Diaz,L,KO/TKO,ROUND: 1,TIME: 3:05,9 of 50,9 of 51,0,0 of 1,0,0,0:00,8 of 42,1 of 8,0 of 0,9 of 50,0 of 0,0 of 0
7788,TJ Dillashaw,red,Issei Tamura,UFC 158: St-Pierre vs Diaz,W,KO/TKO,ROUND: 2,TIME: 0:26,30 of 57,39 of 66,1,2 of 3,0,0,2:55,13 of 32,3 of 6,14 of 19,8 of 31,14 of 18,8 of 8
7789,Issei Tamura,blue,TJ Dillashaw,UFC 158: St-Pierre vs Diaz,L,KO/TKO,ROUND: 2,TIME: 0:26,11 of 20,17 of 28,0,0 of 1,0,0,0:00,4 of 10,4 of 6,3 of 4,4 of 12,7 of 8,0 of 0
7790,George Roop,red,Reuben Duran,UFC 158: St-Pierre vs Diaz,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,33 of 75,125 of 174,0,2 of 3,1,0,4:23,15 of 47,14 of 21,4 of 7,8 of 44,14 of 19,11 of 12
7791,Reuben Duran,blue,George Roop,UFC 158: St-Pierre vs Diaz,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,30 of 56,56 of 82,0,1 of 6,0,0,7:31,15 of 40,11 of 12,4 of 4,12 of 26,11 of 15,7 of 15
7792,Wanderlei Silva,red,Brian Stann,UFC on FUEL TV: Silva vs. Stann,W,KO/TKO,ROUND: 2,TIME: 4:08,43 of 83,49 of 97,2,0 of 2,0,0,0:37,37 of 76,5 of 6,1 of 1,30 of 65,8 of 13,5 of 5
7793,Brian Stann,blue,Wanderlei Silva,UFC on FUEL TV: Silva vs. Stann,L,KO/TKO,ROUND: 2,TIME: 4:08,43 of 76,65 of 103,1,0 of 0,0,0,0:54,23 of 51,9 of 12,11 of 13,31 of 56,12 of 20,0 of 0
7794,Stefan Struve,red,Mark Hunt,UFC on FUEL TV: Silva vs. Stann,L,KO/TKO,ROUND: 3,TIME: 1:44,24 of 67,56 of 116,0,0 of 0,1,1,2:05,19 of 60,4 of 4,1 of 3,21 of 58,0 of 0,3 of 9
7795,Mark Hunt,blue,Stefan Struve,UFC on FUEL TV: Silva vs. Stann,W,KO/TKO,ROUND: 3,TIME: 1:44,47 of 82,61 of 100,1,1 of 2,0,1,3:58,37 of 70,8 of 10,2 of 2,45 of 77,0 of 0,2 of 5
7796,Takanori Gomi,red,Diego Sanchez,UFC on FUEL TV: Silva vs. Stann,L,Decision - Split,ROUND: 3,TIME: 5:00,81 of 180,81 of 180,0,0 of 0,0,0,0:03,48 of 135,29 of 36,4 of 9,81 of 180,0 of 0,0 of 0
7797,Diego Sanchez,blue,Takanori Gomi,UFC on FUEL TV: Silva vs. Stann,W,Decision - Split,ROUND: 3,TIME: 5:00,65 of 145,68 of 149,0,2 of 5,1,0,0:20,29 of 100,24 of 31,12 of 14,65 of 145,0 of 0,0 of 0
7798,Yushin Okami,red,Hector Lombard,UFC on FUEL TV: Silva vs. Stann,W,Decision - Split,ROUND: 3,TIME: 5:00,37 of 89,65 of 120,0,3 of 5,0,0,4:21,24 of 74,9 of 9,4 of 6,25 of 75,8 of 8,4 of 6
7799,Hector Lombard,blue,Yushin Okami,UFC on FUEL TV: Silva vs. Stann,L,Decision - Split,ROUND: 3,TIME: 5:00,45 of 89,109 of 158,0,0 of 3,0,0,3:50,30 of 71,12 of 14,3 of 4,40 of 81,4 of 6,1 of 2
7800,Mizuto Hirota,red,Rani Yahya,UFC on FUEL TV: Silva vs. Stann,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,4 of 14,39 of 56,0,1 of 1,0,0,3:09,3 of 13,1 of 1,0 of 0,4 of 12,0 of 1,0 of 1
7801,Rani Yahya,blue,Mizuto Hirota,UFC on FUEL TV: Silva vs. Stann,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,13 of 29,105 of 122,0,5 of 12,1,0,8:59,11 of 26,2 of 3,0 of 0,3 of 13,1 of 1,9 of 15
7802,Dong Hyun Kim,red,Siyar Bahadurzada,UFC on FUEL TV: Silva vs. Stann,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,23 of 58,182 of 221,0,3 of 6,1,0,11:14,16 of 51,6 of 6,1 of 1,6 of 12,0 of 0,17 of 46
7803,Siyar Bahadurzada,blue,Dong Hyun Kim,UFC on FUEL TV: Silva vs. Stann,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,5 of 24,25 of 45,0,0 of 0,0,0,0:02,4 of 20,0 of 2,1 of 2,4 of 21,0 of 0,1 of 3
7804,Riki Fukuda,red,Brad Tavares,UFC on FUEL TV: Silva vs. Stann,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,69 of 172,75 of 182,0,1 of 1,0,0,0:59,35 of 118,11 of 16,23 of 38,66 of 169,3 of 3,0 of 0
7805,Brad Tavares,blue,Riki Fukuda,UFC on FUEL TV: Silva vs. Stann,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,116 of 254,131 of 270,0,0 of 0,0,0,0:00,86 of 217,18 of 20,12 of 17,113 of 247,3 of 7,0 of 0
7806,Takeya Mizugaki,red,Bryan Caraway,UFC on FUEL TV: Silva vs. Stann,W,Decision - Split,ROUND: 3,TIME: 5:00,67 of 117,117 of 168,0,0 of 1,0,0,0:12,42 of 91,18 of 19,7 of 7,58 of 99,9 of 18,0 of 0
7807,Bryan Caraway,blue,Takeya Mizugaki,UFC on FUEL TV: Silva vs. Stann,L,Decision - Split,ROUND: 3,TIME: 5:00,37 of 89,69 of 125,0,2 of 12,1,0,5:46,31 of 82,3 of 4,3 of 3,33 of 81,3 of 7,1 of 1
7808,Cristiano Marcello,red,Kazuki Tokudome,UFC on FUEL TV: Silva vs. Stann,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,33 of 76,67 of 117,0,1 of 4,0,0,0:55,21 of 57,7 of 11,5 of 8,24 of 64,8 of 11,1 of 1
7809,Kazuki Tokudome,blue,Cristiano Marcello,UFC on FUEL TV: Silva vs. Stann,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,33 of 77,90 of 178,1,2 of 2,0,0,8:26,20 of 58,8 of 10,5 of 9,22 of 50,3 of 3,8 of 24
7810,Alex Caceres,red,Kyung Ho Kang,UFC on FUEL TV: Silva vs. Stann,NC,Overturned,ROUND: 3,TIME: 5:00,30 of 56,80 of 112,0,0 of 0,0,3,4:57,18 of 42,9 of 11,3 of 3,10 of 30,1 of 1,19 of 25
7811,Kyung Ho Kang,blue,Alex Caceres,UFC on FUEL TV: Silva vs. Stann,NC,Overturned,ROUND: 3,TIME: 5:00,16 of 43,33 of 69,0,5 of 9,0,2,6:17,11 of 35,2 of 4,3 of 4,11 of 35,1 of 1,4 of 7
7812,Marcelo Guimaraes,red,Hyun Gyu Lim,UFC on FUEL TV: Silva vs. Stann,L,KO/TKO,ROUND: 2,TIME: 4:00,47 of 99,53 of 116,0,2 of 12,0,0,1:04,21 of 66,9 of 11,17 of 22,47 of 98,0 of 0,0 of 1
7813,Hyun Gyu Lim,blue,Marcelo Guimaraes,UFC on FUEL TV: Silva vs. Stann,W,KO/TKO,ROUND: 2,TIME: 4:00,62 of 134,63 of 135,1,0 of 0,0,0,0:02,41 of 109,10 of 14,11 of 11,60 of 132,0 of 0,2 of 2
7814,Ronda Rousey,red,Liz Carmouche,UFC 157: Rousey vs Carmouche,W,Submission,ROUND: 1,TIME: 4:49,7 of 14,41 of 50,0,1 of 1,1,0,3:47,6 of 13,1 of 1,0 of 0,1 of 5,2 of 2,4 of 7
7815,Liz Carmouche,blue,Ronda Rousey,UFC 157: Rousey vs Carmouche,L,Submission,ROUND: 1,TIME: 4:49,4 of 6,22 of 24,0,0 of 0,1,0,0:52,4 of 6,0 of 0,0 of 0,3 of 5,1 of 1,0 of 0
7816,Lyoto Machida,red,Dan Henderson,UFC 157: Rousey vs Carmouche,W,Decision - Split,ROUND: 3,TIME: 5:00,27 of 54,28 of 55,0,1 of 1,0,0,0:05,17 of 36,9 of 14,1 of 4,23 of 50,0 of 0,4 of 4
7817,Dan Henderson,blue,Lyoto Machida,UFC 157: Rousey vs Carmouche,L,Decision - Split,ROUND: 3,TIME: 5:00,20 of 64,54 of 98,0,1 of 3,0,0,1:53,5 of 31,5 of 9,10 of 24,14 of 55,5 of 7,1 of 2
7818,Urijah Faber,red,Ivan Menjivar,UFC 157: Rousey vs Carmouche,W,Submission,ROUND: 1,TIME: 4:34,17 of 24,29 of 36,0,0 of 0,1,1,4:02,16 of 23,1 of 1,0 of 0,1 of 3,1 of 1,15 of 20
7819,Ivan Menjivar,blue,Urijah Faber,UFC 157: Rousey vs Carmouche,L,Submission,ROUND: 1,TIME: 4:34,3 of 7,19 of 23,0,1 of 1,0,0,0:04,3 of 6,0 of 1,0 of 0,1 of 3,2 of 3,0 of 1
7820,Court McGee,red,Josh Neer,UFC 157: Rousey vs Carmouche,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,166 of 334,198 of 368,0,2 of 5,0,0,4:48,116 of 270,34 of 47,16 of 17,129 of 275,15 of 24,22 of 35
7821,Josh Neer,blue,Court McGee,UFC 157: Rousey vs Carmouche,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,63 of 152,71 of 160,0,0 of 0,0,0,0:04,45 of 131,11 of 14,7 of 7,52 of 137,11 of 15,0 of 0
7822,Josh Koscheck,red,Robbie Lawler,UFC 157: Rousey vs Carmouche,L,KO/TKO,ROUND: 1,TIME: 3:57,2 of 4,5 of 7,0,2 of 6,0,0,3:14,1 of 3,1 of 1,0 of 0,0 of 2,0 of 0,2 of 2
7823,Robbie Lawler,blue,Josh Koscheck,UFC 157: Rousey vs Carmouche,W,KO/TKO,ROUND: 1,TIME: 3:57,9 of 15,16 of 22,0,0 of 0,0,0,0:14,7 of 13,2 of 2,0 of 0,0 of 4,2 of 2,7 of 9
7824,Brendan Schaub,red,Lavar Johnson,UFC 157: Rousey vs Carmouche,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,18 of 31,77 of 108,0,5 of 8,1,1,12:02,16 of 27,2 of 2,0 of 2,1 of 5,5 of 7,12 of 19
7825,Lavar Johnson,blue,Brendan Schaub,UFC 157: Rousey vs Carmouche,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,36 of 52,170 of 213,0,1 of 1,0,0,0:55,18 of 32,10 of 11,8 of 9,1 of 10,17 of 20,18 of 22
7826,Michael Chiesa,red,Anton Kuivanen,UFC 157: Rousey vs Carmouche,W,Submission,ROUND: 2,TIME: 2:29,5 of 50,9 of 54,0,1 of 5,2,0,2:08,3 of 46,2 of 4,0 of 0,3 of 46,2 of 4,0 of 0
7827,Anton Kuivanen,blue,Michael Chiesa,UFC 157: Rousey vs Carmouche,L,Submission,ROUND: 2,TIME: 2:29,18 of 55,18 of 55,0,0 of 0,0,0,0:51,11 of 42,7 of 13,0 of 0,13 of 50,5 of 5,0 of 0
7828,Dennis Bermudez,red,Matt Grice,UFC 157: Rousey vs Carmouche,W,Decision - Split,ROUND: 3,TIME: 5:00,120 of 209,181 of 277,1,0 of 9,2,0,5:24,89 of 167,16 of 25,15 of 17,42 of 103,37 of 56,41 of 50
7829,Matt Grice,blue,Dennis Bermudez,UFC 157: Rousey vs Carmouche,L,Decision - Split,ROUND: 3,TIME: 5:00,82 of 162,91 of 171,1,1 of 12,0,0,2:15,49 of 120,17 of 24,16 of 18,39 of 90,41 of 67,2 of 5
7830,Sam Stout,red,Caros Fodor,UFC 157: Rousey vs Carmouche,W,Decision - Split,ROUND: 3,TIME: 5:00,46 of 120,86 of 164,0,1 of 3,0,0,6:39,21 of 81,20 of 33,5 of 6,24 of 93,18 of 21,4 of 6
7831,Caros Fodor,blue,Sam Stout,UFC 157: Rousey vs Carmouche,L,Decision - Split,ROUND: 3,TIME: 5:00,47 of 92,80 of 127,0,3 of 13,0,0,2:07,24 of 60,12 of 20,11 of 12,32 of 68,15 of 24,0 of 0
7832,Kenny Robertson,red,Brock Jardine,UFC 157: Rousey vs Carmouche,W,Submission,ROUND: 1,TIME: 2:57,9 of 13,27 of 32,0,1 of 1,2,0,2:35,8 of 12,0 of 0,1 of 1,1 of 3,0 of 0,8 of 10
7833,Brock Jardine,blue,Kenny Robertson,UFC 157: Rousey vs Carmouche,L,Submission,ROUND: 1,TIME: 2:57,1 of 3,1 of 3,0,0 of 0,1,0,0:00,0 of 2,0 of 0,1 of 1,1 of 3,0 of 0,0 of 0
7834,Jon Manley,red,Neil Magny,UFC 157: Rousey vs Carmouche,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,17 of 85,35 of 112,0,1 of 13,0,0,5:27,12 of 73,2 of 7,3 of 5,12 of 77,5 of 8,0 of 0
7835,Neil Magny,blue,Jon Manley,UFC 157: Rousey vs Carmouche,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,65 of 120,97 of 158,0,4 of 5,0,1,5:08,42 of 93,15 of 19,8 of 8,33 of 69,22 of 33,10 of 18
7836,Nah-Shon Burrell,red,Yuri Villefort,UFC 157: Rousey vs Carmouche,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,121 of 216,126 of 222,0,0 of 0,1,1,2:19,95 of 186,16 of 20,10 of 10,80 of 171,13 of 13,28 of 32
7837,Yuri Villefort,blue,Nah-Shon Burrell,UFC 157: Rousey vs Carmouche,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,48 of 112,49 of 114,0,3 of 6,1,1,2:51,24 of 82,8 of 12,16 of 18,43 of 100,2 of 9,3 of 3
7838,Renan Barao,red,Michael McDonald,UFC on FUEL TV: Barao vs McDonald,W,Submission,ROUND: 4,TIME: 3:57,36 of 112,43 of 121,0,4 of 10,1,0,3:58,28 of 97,2 of 9,6 of 6,25 of 88,6 of 16,5 of 8
7839,Michael McDonald,blue,Renan Barao,UFC on FUEL TV: Barao vs McDonald,L,Submission,ROUND: 4,TIME: 3:57,26 of 92,29 of 95,0,0 of 1,0,0,0:00,26 of 92,0 of 0,0 of 0,18 of 77,7 of 14,1 of 1
7840,Cub Swanson,red,Dustin Poirier,UFC on FUEL TV: Barao vs McDonald,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,58 of 126,80 of 150,0,2 of 2,0,0,3:01,40 of 100,11 of 17,7 of 9,45 of 107,5 of 7,8 of 12
7841,Dustin Poirier,blue,Cub Swanson,UFC on FUEL TV: Barao vs McDonald,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,58 of 140,70 of 158,0,2 of 9,0,0,4:02,33 of 107,3 of 8,22 of 25,52 of 125,5 of 9,1 of 6
7842,Jimi Manuwa,red,Cyrille Diabate,UFC on FUEL TV: Barao vs McDonald,W,TKO - Doctor's Stoppage,ROUND: 1,TIME: 5:00,18 of 36,18 of 36,0,3 of 3,0,0,2:22,10 of 26,1 of 3,7 of 7,9 of 23,8 of 10,1 of 3
7843,Cyrille Diabate,blue,Jimi Manuwa,UFC on FUEL TV: Barao vs McDonald,L,TKO - Doctor's Stoppage,ROUND: 1,TIME: 5:00,9 of 14,11 of 16,0,0 of 0,0,0,0:19,1 of 4,7 of 9,1 of 1,2 of 5,7 of 9,0 of 0
7844,Gunnar Nelson,red,Jorge Santiago,UFC on FUEL TV: Barao vs McDonald,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,42 of 80,47 of 86,0,2 of 4,0,0,5:38,32 of 67,4 of 7,6 of 6,21 of 48,6 of 9,15 of 23
7845,Jorge Santiago,blue,Gunnar Nelson,UFC on FUEL TV: Barao vs McDonald,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,43 of 123,52 of 134,0,0 of 0,0,0,0:12,19 of 93,22 of 28,2 of 2,20 of 92,22 of 30,1 of 1
